id	name	kind
Anatomy::UBERON:0001796	aqueous humor of eyeball	Anatomy
Anatomy::UBERON:0001805	autonomic ganglion	Anatomy
Anatomy::UBERON:0001814	brachial nerve plexus	Anatomy
Anatomy::UBERON:0001815	lumbosacral nerve plexus	Anatomy
Anatomy::UBERON:0001818	tarsal gland	Anatomy
Anatomy::UBERON:0001820	sweat gland	Anatomy
Anatomy::UBERON:0001821	sebaceous gland	Anatomy
Anatomy::UBERON:0001825	paranasal sinus	Anatomy
Anatomy::UBERON:0001827	secretion of lacrimal gland	Anatomy
Anatomy::UBERON:0001831	parotid gland	Anatomy
Anatomy::UBERON:0001832	sublingual gland	Anatomy
Anatomy::UBERON:0001833	lip	Anatomy
Anatomy::UBERON:0001836	saliva	Anatomy
Anatomy::UBERON:0001837	duct of salivary gland	Anatomy
Anatomy::UBERON:0001840	semicircular canal	Anatomy
Anatomy::UBERON:0001844	cochlea	Anatomy
Anatomy::UBERON:0001846	internal ear	Anatomy
Anatomy::UBERON:0001855	cochlear duct of membranous labyrinth	Anatomy
Anatomy::UBERON:0001860	endolymphatic duct	Anatomy
Anatomy::UBERON:0001864	scala tympani	Anatomy
Anatomy::UBERON:0001866	sebum	Anatomy
Anatomy::UBERON:0001884	phrenic nerve	Anatomy
Anatomy::UBERON:0001886	choroid plexus	Anatomy
Anatomy::UBERON:0001887	internal capsule of telencephalon	Anatomy
Anatomy::UBERON:0001890	forebrain	Anatomy
Anatomy::UBERON:0001891	midbrain	Anatomy
Anatomy::UBERON:0001893	telencephalon	Anatomy
Anatomy::UBERON:0001895	metencephalon	Anatomy
Anatomy::UBERON:0001896	medulla oblongata	Anatomy
Anatomy::UBERON:0001905	pineal body	Anatomy
Anatomy::UBERON:0001908	optic tract	Anatomy
Anatomy::UBERON:0001910	medial forebrain bundle	Anatomy
Anatomy::UBERON:0001911	mammary gland	Anatomy
Anatomy::UBERON:0001914	colostrum	Anatomy
Anatomy::UBERON:0001968	semen	Anatomy
Anatomy::UBERON:0001969	blood plasma	Anatomy
Anatomy::UBERON:0001970	bile	Anatomy
Anatomy::UBERON:0001971	gastric juice	Anatomy
Anatomy::UBERON:0001980	arteriole	Anatomy
Anatomy::UBERON:0001981	blood vessel	Anatomy
Anatomy::UBERON:0001985	corneal endothelium	Anatomy
Anatomy::UBERON:0001986	endothelium	Anatomy
Anatomy::UBERON:0001988	feces	Anatomy
Anatomy::UBERON:0001989	superior cervical ganglion	Anatomy
Anatomy::UBERON:0002005	enteric nervous system	Anatomy
Anatomy::UBERON:0002010	celiac nerve plexus	Anatomy
Anatomy::UBERON:0002012	pulmonary artery	Anatomy
Anatomy::UBERON:0002016	pulmonary vein	Anatomy
Anatomy::UBERON:0002017	portal vein	Anatomy
Anatomy::UBERON:0002018	synovial membrane of synovial joint	Anatomy
Anatomy::UBERON:0002019	accessory XI nerve	Anatomy
Anatomy::UBERON:0002028	hindbrain	Anatomy
Anatomy::UBERON:0002030	nipple	Anatomy
Anatomy::UBERON:0002037	cerebellum	Anatomy
Anatomy::UBERON:0002040	bronchial artery	Anatomy
Anatomy::UBERON:0002046	thyroid gland	Anatomy
Anatomy::UBERON:0002048	lung	Anatomy
Anatomy::UBERON:0002053	zona glomerulosa of adrenal gland	Anatomy
Anatomy::UBERON:0002054	zona fasciculata of adrenal gland	Anatomy
Anatomy::UBERON:0002055	zona reticularis of adrenal gland	Anatomy
Anatomy::UBERON:0002060	femoral artery	Anatomy
Anatomy::UBERON:0002061	truncus arteriosus	Anatomy
Anatomy::UBERON:0002066	umbilical vein	Anatomy
Anatomy::UBERON:0002067	dermis	Anatomy
Anatomy::UBERON:0002073	hair follicle	Anatomy
Anatomy::UBERON:0002081	cardiac atrium	Anatomy
Anatomy::UBERON:0002082	cardiac ventricle	Anatomy
Anatomy::UBERON:0002097	skin of body	Anatomy
Anatomy::UBERON:0002099	cardiac septum	Anatomy
Anatomy::UBERON:0002102	forelimb	Anatomy
Anatomy::UBERON:0002103	hindlimb	Anatomy
Anatomy::UBERON:0002107	liver	Anatomy
Anatomy::UBERON:0002110	gall bladder	Anatomy
Anatomy::UBERON:0002113	kidney	Anatomy
Anatomy::UBERON:0002129	cerebellar cortex	Anatomy
Anatomy::UBERON:0002130	cerebellar nuclear complex	Anatomy
Anatomy::UBERON:0002134	tricuspid valve	Anatomy
Anatomy::UBERON:0002135	mitral valve	Anatomy
Anatomy::UBERON:0002137	aortic valve	Anatomy
Anatomy::UBERON:0002146	pulmonary valve	Anatomy
Anatomy::UBERON:0002148	locus ceruleus	Anatomy
Anatomy::UBERON:0002162	area postrema	Anatomy
Anatomy::UBERON:0002165	endocardium	Anatomy
Anatomy::UBERON:0002185	bronchus	Anatomy
Anatomy::UBERON:0002204	musculoskeletal system	Anatomy
Anatomy::UBERON:0002205	manubrium of sternum	Anatomy
Anatomy::UBERON:0002223	endolymphatic sac	Anatomy
Anatomy::UBERON:0002226	basilar membrane of cochlea	Anatomy
Anatomy::UBERON:0002228	rib	Anatomy
Anatomy::UBERON:0002240	spinal cord	Anatomy
Anatomy::UBERON:0002250	popliteal artery	Anatomy
Anatomy::UBERON:0002275	reticular formation	Anatomy
Anatomy::UBERON:0002279	vestibular aqueduct	Anatomy
Anatomy::UBERON:0002282	stria vascularis of cochlear duct	Anatomy
Anatomy::UBERON:0002285	telencephalic ventricle	Anatomy
Anatomy::UBERON:0002286	third ventricle	Anatomy
Anatomy::UBERON:0002294	biliary system	Anatomy
Anatomy::UBERON:0002297	cerumen	Anatomy
Anatomy::UBERON:0002298	brainstem	Anatomy
Anatomy::UBERON:0002299	alveolus of lung	Anatomy
Anatomy::UBERON:0002303	juxtaglomerular apparatus	Anatomy
Anatomy::UBERON:0002347	thoracic vertebra	Anatomy
Anatomy::UBERON:0002349	myocardium	Anatomy
Anatomy::UBERON:0002351	sinoatrial node	Anatomy
Anatomy::UBERON:0002352	atrioventricular node	Anatomy
Anatomy::UBERON:0002353	atrioventricular bundle	Anatomy
Anatomy::UBERON:0002354	purkinje fiber	Anatomy
Anatomy::UBERON:0002356	perineum	Anatomy
Anatomy::UBERON:0002360	meninx	Anatomy
Anatomy::UBERON:0002361	pia mater	Anatomy
Anatomy::UBERON:0002362	arachnoid mater	Anatomy
Anatomy::UBERON:0002363	dura mater	Anatomy
Anatomy::UBERON:0002365	exocrine gland	Anatomy
Anatomy::UBERON:0002366	bulbo-urethral gland	Anatomy
Anatomy::UBERON:0002367	prostate gland	Anatomy
Anatomy::UBERON:0002368	endocrine gland	Anatomy
Anatomy::UBERON:0002369	adrenal gland	Anatomy
Anatomy::UBERON:0002371	bone marrow	Anatomy
Anatomy::UBERON:0002377	muscle of neck	Anatomy
Anatomy::UBERON:0002378	muscle of abdomen	Anatomy
Anatomy::UBERON:0002382	rectus abdominis muscle	Anatomy
Anatomy::UBERON:0002384	connective tissue	Anatomy
Anatomy::UBERON:0002385	muscle tissue	Anatomy
Anatomy::UBERON:0002386	forelimb zeugopod	Anatomy
Anatomy::UBERON:0002387	pes	Anatomy
Anatomy::UBERON:0002389	manual digit	Anatomy
Anatomy::UBERON:0002390	hematopoietic system	Anatomy
Anatomy::UBERON:0002392	nasolacrimal duct	Anatomy
Anatomy::UBERON:0002394	bile duct	Anatomy
Anatomy::UBERON:0002397	maxilla	Anatomy
Anatomy::UBERON:0002398	manus	Anatomy
Anatomy::UBERON:0002405	immune system	Anatomy
Anatomy::UBERON:0002407	pericardium	Anatomy
Anatomy::UBERON:0002410	autonomic nervous system	Anatomy
Anatomy::UBERON:0002411	clitoris	Anatomy
Anatomy::UBERON:0002413	cervical vertebra	Anatomy
Anatomy::UBERON:0002414	lumbar vertebra	Anatomy
Anatomy::UBERON:0002418	cartilage tissue	Anatomy
Anatomy::UBERON:0002422	fourth ventricle	Anatomy
Anatomy::UBERON:0002439	myenteric nerve plexus	Anatomy
Anatomy::UBERON:0002441	cervicothoracic ganglion	Anatomy
Anatomy::UBERON:0002450	decidua	Anatomy
Anatomy::UBERON:0002453	ethmoid sinus	Anatomy
Anatomy::UBERON:0002466	intestine secretion	Anatomy
Anatomy::UBERON:0002481	bone tissue	Anatomy
Anatomy::UBERON:0002486	glottis	Anatomy
Anatomy::UBERON:0002494	papillary muscle of heart	Anatomy
Anatomy::UBERON:0002497	acromion	Anatomy
Anatomy::UBERON:0002500	zygomatic arch	Anatomy
Anatomy::UBERON:0002501	oval window	Anatomy
Anatomy::UBERON:0002502	round window of inner ear	Anatomy
Anatomy::UBERON:0002512	corpus luteum	Anatomy
Anatomy::UBERON:0002515	periosteum	Anatomy
Anatomy::UBERON:0002516	epiphyseal plate	Anatomy
Anatomy::UBERON:0002517	basicranium	Anatomy
Anatomy::UBERON:0002518	otolith organ	Anatomy
Anatomy::UBERON:0002519	otolithic part of statoconial membrane	Anatomy
Anatomy::UBERON:0002521	elastic tissue	Anatomy
Anatomy::UBERON:0002522	tunica media	Anatomy
Anatomy::UBERON:0002523	tunica intima	Anatomy
Anatomy::UBERON:0002606	neuropil	Anatomy
Anatomy::UBERON:0002673	vestibular nuclear complex	Anatomy
Anatomy::UBERON:0002707	corticospinal tract	Anatomy
Anatomy::UBERON:0002741	diagonal band of Broca	Anatomy
Anatomy::UBERON:0002925	trigeminal nucleus	Anatomy
Anatomy::UBERON:0002944	spinothalamic tract of medulla	Anatomy
Anatomy::UBERON:0003092	ultimobranchial body	Anatomy
Anatomy::UBERON:0003126	trachea	Anatomy
Anatomy::UBERON:0003129	skull	Anatomy
Anatomy::UBERON:0003216	hard palate	Anatomy
Anatomy::UBERON:0003685	cranial suture	Anatomy
Anatomy::UBERON:0003889	fallopian tube	Anatomy
Anatomy::UBERON:0004288	skeleton	Anatomy
Anatomy::UBERON:0004452	carpal region	Anatomy
Anatomy::UBERON:0004535	cardiovascular system	Anatomy
Anatomy::UBERON:0004727	cochlear nerve	Anatomy
Anatomy::UBERON:0004769	diaphysis	Anatomy
Anatomy::UBERON:0006849	scapula	Anatomy
Biological Process::GO:0000002	mitochondrial genome maintenance	Biological Process
Biological Process::GO:0000012	single strand break repair	Biological Process
Biological Process::GO:0000018	regulation of DNA recombination	Biological Process
Biological Process::GO:0000019	regulation of mitotic recombination	Biological Process
Biological Process::GO:0000022	mitotic spindle elongation	Biological Process
Biological Process::GO:0000023	maltose metabolic process	Biological Process
Biological Process::GO:0000027	ribosomal large subunit assembly	Biological Process
Biological Process::GO:0000028	ribosomal small subunit assembly	Biological Process
Biological Process::GO:0000032	cell wall mannoprotein biosynthetic process	Biological Process
Biological Process::GO:0000038	very long-chain fatty acid metabolic process	Biological Process
Biological Process::GO:0000041	transition metal ion transport	Biological Process
Biological Process::GO:0000042	protein targeting to Golgi	Biological Process
Biological Process::GO:0000045	autophagosome assembly	Biological Process
Biological Process::GO:0000050	urea cycle	Biological Process
Biological Process::GO:0000052	citrulline metabolic process	Biological Process
Biological Process::GO:0000054	ribosomal subunit export from nucleus	Biological Process
Biological Process::GO:0000055	ribosomal large subunit export from nucleus	Biological Process
Biological Process::GO:0000056	ribosomal small subunit export from nucleus	Biological Process
Biological Process::GO:0000059	protein import into nucleus, docking	Biological Process
Biological Process::GO:0000060	protein import into nucleus, translocation	Biological Process
Biological Process::GO:0000070	mitotic sister chromatid segregation	Biological Process
Biological Process::GO:0000075	cell cycle checkpoint	Biological Process
Biological Process::GO:0000076	DNA replication checkpoint	Biological Process
Biological Process::GO:0000077	DNA damage checkpoint	Biological Process
Biological Process::GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	Biological Process
Biological Process::GO:0000082	G1/S transition of mitotic cell cycle	Biological Process
Biological Process::GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	Biological Process
Biological Process::GO:0000086	G2/M transition of mitotic cell cycle	Biological Process
Biological Process::GO:0000096	sulfur amino acid metabolic process	Biological Process
Biological Process::GO:0000097	sulfur amino acid biosynthetic process	Biological Process
Biological Process::GO:0000098	sulfur amino acid catabolic process	Biological Process
Biological Process::GO:0000101	sulfur amino acid transport	Biological Process
Biological Process::GO:0000103	sulfate assimilation	Biological Process
Biological Process::GO:0000105	histidine biosynthetic process	Biological Process
Biological Process::GO:0000122	negative regulation of transcription from RNA polymerase II promoter	Biological Process
Biological Process::GO:0000132	establishment of mitotic spindle orientation	Biological Process
Biological Process::GO:0000154	rRNA modification	Biological Process
Biological Process::GO:0000160	phosphorelay signal transduction system	Biological Process
Biological Process::GO:0000165	MAPK cascade	Biological Process
Biological Process::GO:0000183	chromatin silencing at rDNA	Biological Process
Biological Process::GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	Biological Process
Biological Process::GO:0000185	activation of MAPKKK activity	Biological Process
Biological Process::GO:0000186	activation of MAPKK activity	Biological Process
Biological Process::GO:0000187	activation of MAPK activity	Biological Process
Biological Process::GO:0000188	inactivation of MAPK activity	Biological Process
Biological Process::GO:0000189	MAPK import into nucleus	Biological Process
Biological Process::GO:0000209	protein polyubiquitination	Biological Process
Biological Process::GO:0000212	meiotic spindle organization	Biological Process
Biological Process::GO:0000226	microtubule cytoskeleton organization	Biological Process
Biological Process::GO:0000244	spliceosomal tri-snRNP complex assembly	Biological Process
Biological Process::GO:0000245	spliceosomal complex assembly	Biological Process
Biological Process::GO:0000255	allantoin metabolic process	Biological Process
Biological Process::GO:0000266	mitochondrial fission	Biological Process
Biological Process::GO:0000270	peptidoglycan metabolic process	Biological Process
Biological Process::GO:0000271	polysaccharide biosynthetic process	Biological Process
Biological Process::GO:0000272	polysaccharide catabolic process	Biological Process
Biological Process::GO:0000278	mitotic cell cycle	Biological Process
Biological Process::GO:0000280	nuclear division	Biological Process
Biological Process::GO:0000281	mitotic cytokinesis	Biological Process
Biological Process::GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	Biological Process
Biological Process::GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	Biological Process
Biological Process::GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	Biological Process
Biological Process::GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	Biological Process
Biological Process::GO:0000294	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	Biological Process
Biological Process::GO:0000301	retrograde transport, vesicle recycling within Golgi	Biological Process
Biological Process::GO:0000302	response to reactive oxygen species	Biological Process
Biological Process::GO:0000303	response to superoxide	Biological Process
Biological Process::GO:0000305	response to oxygen radical	Biological Process
Biological Process::GO:0000320	re-entry into mitotic cell cycle	Biological Process
Biological Process::GO:0000338	protein deneddylation	Biological Process
Biological Process::GO:0000350	generation of catalytic spliceosome for second transesterification step	Biological Process
Biological Process::GO:0000354	cis assembly of pre-catalytic spliceosome	Biological Process
Biological Process::GO:0000375	RNA splicing, via transesterification reactions	Biological Process
Biological Process::GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	Biological Process
Biological Process::GO:0000379	tRNA-type intron splice site recognition and cleavage	Biological Process
Biological Process::GO:0000380	alternative mRNA splicing, via spliceosome	Biological Process
Biological Process::GO:0000381	regulation of alternative mRNA splicing, via spliceosome	Biological Process
Biological Process::GO:0000387	spliceosomal snRNP assembly	Biological Process
Biological Process::GO:0000389	mRNA 3'-splice site recognition	Biological Process
Biological Process::GO:0000393	spliceosomal conformational changes to generate catalytic conformation	Biological Process
Biological Process::GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	Biological Process
Biological Process::GO:0000395	mRNA 5'-splice site recognition	Biological Process
