Patrek Mallister,ALLIED_WITH,House Mallister of Seagard
House Toland of Ghost Hill,IN_REGION,Dorne
House Darke,BRANCH_OF,House Darklyn of Duskendale
Drennan,ALLIED_WITH,House Greyjoy of Pyke
Pycelle,ALLIED_WITH,House Targaryen of King's Landing
House Dondarrion of Blackhaven,LED_BY,Beric Dondarrion
Ormond Westerling,ALLIED_WITH,House Westerling of the Crag
House Tyrell of Brightwater Keep,IN_REGION,The Reach
House Coldwater of Coldwater Burn,IN_REGION,The Vale
Jon Snow,ALLIED_WITH,House Stark of Winterfell
Aelinor Penrose,ALLIED_WITH,House Penrose of Parchments
Viserys Plumm,ALLIED_WITH,House Plumm
Cassana Estermont,PARENT_OF,Stannis Baratheon
The Dreadfort,SEAT_OF,House Bolton of the Dreadfort
Kingsgrave,SEAT_OF,House Manwoody of Kingsgrave
House Uller of Hellholt,LED_BY,Harmen Uller
Old Wyk,SEAT_OF,House Stonehouse of Old Wyk
House Lannister of Lannisport,BRANCH_OF,House Lannister of Casterly Rock
Willis Wode,ALLIED_WITH,House Whent of Harrenhal
Cedra,ALLIED_WITH,House Nymeros Martell of Sunspear
House Cave,SWORN_TO,House Baratheon of King's Landing
Andar Royce,HEIR_TO,House Royce of Runestone
Utherydes Wayn,ALLIED_WITH,House Tully of Riverrun
House Frey of the Crossing,SWORN_TO,House Baelish of Harrenhal
Shireen Baratheon,ALLIED_WITH,House Baratheon of Dragonstone
the Antlers,SEAT_OF,House Buckwell of the Antlers
House Heddle,IN_REGION,The Riverlands
High Hermitage,SEAT_OF,House Dayne of High Hermitage
Barrow Hall,SEAT_OF,House Dustin of Barrowton
Jhogo,ALLIED_WITH,House Targaryen of King's Landing
Harrenhal,SEAT_OF,House Strong of Harrenhal
Aegon Frey,ALLIED_WITH,House Frey of the Crossing
Corwyn Corbray,ALLIED_WITH,House Corbray of Heart's Home
Deana Hardyng,ALLIED_WITH,House Frey of the Crossing
Alysanne Hightower,ALLIED_WITH,House Ambrose
House Sharp,SWORN_TO,House Greyjoy of Pyke
House Crowl of Deepdown,IN_REGION,The North
House Ryder of the Rills,IN_REGION,The North
Elwood Meadows,ALLIED_WITH,House Meadows of Grassy Vale
Robyn Ryswell,SPOUSE,Jonnel Stark
Jaehaerys II,PARENT_OF,Aerys II
Ambrose Butterwell,ALLIED_WITH,House Butterwell
Richard Horpe,ALLIED_WITH,House Baratheon of Dragonstone
Corlys Velaryon,ALLIED_WITH,House Velaryon of Driftmark
Velaena Velaryon,ALLIED_WITH,House Targaryen of King's Landing
House Bridges,IN_REGION,The Reach
Newkeep,SEAT_OF,House Hersy of Newkeep
Bethany Bolton,ALLIED_WITH,House Ryswell of the Rills
Alannys Harlaw,ALLIED_WITH,House Greyjoy of Pyke
Arron Qorgyle,ALLIED_WITH,House Qorgyle of Sandstone
House Durwell,IN_REGION,The Reach
House Graceford of Holyhall,IN_REGION,The Reach
Theon Greyjoy,HEIR_TO,House Greyjoy of Pyke
Barristan Selmy,ALLIED_WITH,House Selmy of Harvest Hall
Warryn Beesbury,ALLIED_WITH,House Beesbury of Honeyholt
Daenaera Velaryon,PARENT_OF,Daeron I
Harrold Westerling,ALLIED_WITH,House Westerling of the Crag
Jeffory Norcross,ALLIED_WITH,House Norcross
House Holt,IN_REGION,Dorne
House Beesbury of Honeyholt,IN_REGION,The Reach
Pearse Caron,ALLIED_WITH,House Caron of Nightsong
House Stokeworth of Stokeworth,IN_REGION,The Crownlands
House Manning,IN_REGION,The Crownlands
Gyles Farwynd,HEIR_TO,House Farwynd of the Lonely Light
Jenny of Oldstones,SPOUSE,Duncan Targaryen
House Caron of Nightsong,LED_BY,Rolland Storm
Addam Velaryon,ALLIED_WITH,House Targaryen of King's Landing
Erena Glover,ALLIED_WITH,House Glover of Deepwood Motte
House Goodbrother of Corpse Lake,IN_REGION,Iron Islands
Craster,SPOUSE,Nella
Terrence Kenning,ALLIED_WITH,House Kenning of Kayce
Symon Santagar,ALLIED_WITH,House Santagar of Spottswood
Jon Myre,ALLIED_WITH,House Myre of Harlaw
Cyrenna Swann,ALLIED_WITH,House Frey of the Crossing
Denyse Hightower,ALLIED_WITH,House Hightower of the Hightower
Beony Beesbury,ALLIED_WITH,House Beesbury of Honeyholt
Terrance Lynderly,ALLIED_WITH,House Lynderly of the Snakewood
House Deddings,IN_REGION,The Riverlands
Tion Lannister,ALLIED_WITH,House Lannister of Casterly Rock
Ronnel Stout,ALLIED_WITH,House Stout of Goldgrass
Rickard Thorne,ALLIED_WITH,House Thorne
House Ruthermont,IN_REGION,The Vale
Melessa Florent,HEIR_TO,House Florent of Brightwater Keep
Stannis Baratheon,SPOUSE,Selyse Florent
Teora Kyndall,ALLIED_WITH,House Kyndall
Andros Brax,ALLIED_WITH,House Brax of Hornvale
Lyonel Tyrell,ALLIED_WITH,House Tyrell of Highgarden
Zachery Frey,ALLIED_WITH,House Frey of the Crossing
House Cockshaw,IN_REGION,The Reach
Greenstone,SEAT_OF,House Estermont of Greenstone
Tymor,ALLIED_WITH,House Greyjoy of Pyke
Sybelle Glover,SPOUSE,Robett Glover
House Redfort of Redfort,IN_REGION,The Vale
House Arryn of the Eyrie,IN_REGION,The Vale
Myria Jordayne,HEIR_TO,House Jordayne of the Tor
Humfrey Clifton,ALLIED_WITH,House Clifton
House Hogg of Sow's Horn,IN_REGION,The Crownlands
Rhaella Targaryen,ALLIED_WITH,House Targaryen of King's Landing
Waltyr Frey,ALLIED_WITH,House Frey of the Crossing
Aegon V,PARENT_OF,Jaehaerys II
Ossifer Plumm,ALLIED_WITH,House Plumm
House Blount,SWORN_TO,House Baratheon of King's Landing
Roslin Frey,ALLIED_WITH,House Frey of the Crossing
House Justman,IN_REGION,The Riverlands
Syrio Forel,ALLIED_WITH,House Stark of Winterfell
House Quagg,SWORN_TO,House Reed of Greywater Watch
Denys Arryn,ALLIED_WITH,House Arryn of the Eyrie
Carrot,ALLIED_WITH,House Royce of the Gates of the Moon
House Durrandon,IN_REGION,The Stormlands
Brella,ALLIED_WITH,House Baratheon of Storm's End
Alyssa Velaryon,ALLIED_WITH,House Baratheon of Storm's End
Gwayne Gaunt,ALLIED_WITH,House Gaunt
Weese,ALLIED_WITH,House Whent of Harrenhal
Brandon Stark,ALLIED_WITH,House Stark of Winterfell
Rupert Crabb,ALLIED_WITH,House Crabb
Daeron II,PARENT_OF,Aerys I
the Paps,SEAT_OF,House Elesham of the Paps
Pate,ALLIED_WITH,House Baratheon of King's Landing
Willam Wells,ALLIED_WITH,House Wells
Denys Drumm,ALLIED_WITH,House Drumm of Old Wyk
House Banefort of Banefort,LED_BY,Quenten Banefort
House Algood,IN_REGION,The Westerlands
Manfred Lothston,ALLIED_WITH,House Lothston of Harrenhal
Dake,ALLIED_WITH,House Osgrey of Standfast
Renly Norcross,ALLIED_WITH,House Norcross
Haegon Blackfyre,ALLIED_WITH,House Blackfyre of King's Landing
Walda Frey,ALLIED_WITH,House Frey of the Crossing
Rylene Florent,SPOUSE,Rycherd Crane
House Osgrey of Standfast,IN_REGION,The Reach
Leona Woolfield,ALLIED_WITH,House Woolfield
Daena Targaryen,ALLIED_WITH,House Targaryen of King's Landing
Olene Tyrell,ALLIED_WITH,House Tyrell of Highgarden
House Tallhart of Torrhen's Square,SWORN_TO,House Bolton of the Dreadfort
House Haigh,IN_REGION,The Riverlands
House Shawney,SWORN_TO,House Tully of Riverrun
Jyanna Frey,ALLIED_WITH,House Frey of the Crossing
Cersei Lannister,PARENT_OF,Tommen Baratheon
Mudge,ALLIED_WITH,House Osgrey of Standfast
Tytos Lannister,SPOUSE,Jeyne Marbrand
Devan Seaworth,HEIR_TO,House Seaworth of Cape Wrath
Robert Brax,ALLIED_WITH,House Brax of Hornvale
House Hayford of Hayford,LED_BY,Ermesande Hayford
House Goodbrother of Orkmont,IN_REGION,Iron Islands
House Hightower of the Hightower,LED_BY,Leyton Hightower
Argrave the Defiant,ALLIED_WITH,House Butterwell
House Sarwyck,SWORN_TO,House Lannister of Casterly Rock
Meldred Merlyn,ALLIED_WITH,House Merlyn of Pebbleton
House Branch,IN_REGION,The North
House Stonehouse of Old Wyk,SWORN_TO,House Greyjoy of Pyke
Balon Swann,ALLIED_WITH,House Swann of Stonehelm
Viserys I,SPOUSE,Aemma Arryn
House Connington of Griffin's Roost,IN_REGION,The Stormlands
Wylla,ALLIED_WITH,House Dayne of Starfall
House Boggs of Crackclaw Point,IN_REGION,The Crownlands
House Waynwood of Ironoaks,SWORN_TO,House Arryn of the Eyrie
"None, formerly Harrenhal",SEAT_OF,House Slynt of Harrenhal
Shella Whent,ALLIED_WITH,House Whent of Harrenhal
Blacktyde,SEAT_OF,House Blacktyde of Blacktyde
House Plumm,SWORN_TO,House Lannister of Casterly Rock
Gawen Glover,ALLIED_WITH,House Glover of Deepwood Motte
Wilbert Osgrey,ALLIED_WITH,House Osgrey of Standfast
House Goodbrother of Hammerhorn,LED_BY,Gorold Goodbrother
Arwyn Frey,ALLIED_WITH,House Frey of the Crossing
House Slate of Blackpool,IN_REGION,The North
Rhaena Targaryen,SPOUSE,Corwyn Corbray
House Rollingford,IN_REGION,The Crownlands
House Flint of Flint's Finger,BRANCH_OF,House Flint  of the mountains
House Vaith of the Red Dunes,IN_REGION,Dorne
Archibald Yronwood,ALLIED_WITH,House Yronwood of Yronwood
Gretchel,ALLIED_WITH,House Arryn of the Eyrie
Robert Arryn,HEIR_TO,House Tully of Riverrun
Pebbleton,SEAT_OF,House Merlyn of Pebbleton
Luwin,ALLIED_WITH,House Stark of Winterfell
Sybelle Glover,ALLIED_WITH,House Glover of Deepwood Motte
Merlon Crakehall,ALLIED_WITH,House Crakehall of Crakehall
Alysanne Bulwer,ALLIED_WITH,House Bulwer of Blackcrown
Willit,ALLIED_WITH,House Swyft of Cornfield
Leonella Lefford,ALLIED_WITH,House Frey of the Crossing
House Glenmore,IN_REGION,The North
Dacks,ALLIED_WITH,House Redfort of Redfort
Gawen Westerling,ALLIED_WITH,House Westerling of the Crag
House Goodbrother of Corpse Lake,SWORN_TO,House Goodbrother of Hammerhorn
Erik Ironmaker,ALLIED_WITH,House Ironmaker
House Swyft of Cornfield,IN_REGION,The Westerlands
House Yew,SWORN_TO,House Lannister of Casterly Rock
Olenna Redwyne,SPOUSE,Luthor Tyrell
Roslin Frey,ALLIED_WITH,House Tully of Riverrun
Meryn Trant,ALLIED_WITH,House Trant of Gallowsgrey
Jeyne Westerling,ALLIED_WITH,House Westerling of the Crag
House Rowan of Goldengrove,FOUNDED_BY,Rowan Gold-Tree
Gevin Harlaw,ALLIED_WITH,House Harlaw of Harlaw
House Gardener of Highgarden,IN_REGION,The Reach
House Ryger of Willow Wood,IN_REGION,The Riverlands
Baelon Targaryen,PARENT_OF,Viserys I
House Tarly of Horn Hill,LED_BY,Randyll Tarly
House Wyl of the Boneway,SWORN_TO,House Nymeros Martell of Sunspear
Leo Blackbar,ALLIED_WITH,House Blackbar of Bandallon
Cley Cerwyn,ALLIED_WITH,House Cerwyn of Cerwyn
Mikken,ALLIED_WITH,House Stark of Winterfell
Wyl,ALLIED_WITH,House Stark of Winterfell
Lord Hewett's castle on Oakenshield,SEAT_OF,House Hewett of Oakenshield
Daegon Shepherd,ALLIED_WITH,House Shepherd
Petyr Baelish,ALLIED_WITH,House Baelish of Harrenhal
Hugh,ALLIED_WITH,House Arryn of the Eyrie
House Upcliff,SWORN_TO,House Arryn of the Eyrie
The Dyre Den,SEAT_OF,House Brune of the Dyre Den
Edwyn Frey,HEIR_TO,House Frey of the Crossing
House Crane of Red Lake,IN_REGION,The Reach
House Brax of Hornvale,SWORN_TO,House Lannister of Casterly Rock
Emphyria Vance,ALLIED_WITH,House Vance of Wayfarer's Rest
Storm's End,SEAT_OF,House Baratheon of Storm's End
Symond Botley,ALLIED_WITH,House Botley of Lordsport
Tygett Lannister,ALLIED_WITH,House Lannister of Casterly Rock
House Donniger,IN_REGION,The Vale
Brynden Tully,ALLIED_WITH,House Arryn of the Eyrie
House Harclay,SWORN_TO,House Bolton of the Dreadfort
House Greyjoy of Pyke,SWORN_TO,House Baratheon of King's Landing
Gage,ALLIED_WITH,House Stark of Winterfell
House Myre of Harlaw,SWORN_TO,House Harlaw of Harlaw
Howland Reed,ALLIED_WITH,House Reed of Greywater Watch
Gareth Clifton,ALLIED_WITH,House Clifton
House Thenn,IN_REGION,The North
House Rykker of Duskendale,LED_BY,Renfred Rykker
Maelor Targaryen,ALLIED_WITH,House Targaryen of King's Landing
House Oakheart of Old Oak,IN_REGION,The Reach
House Reed of Greywater Watch,SWORN_TO,House Stark of Winterfell
Lucas Lothston,SPOUSE,Falena Stokeworth
House Reyne of Castamere,SWORN_TO,House Lannister of Casterly Rock
Tyrion Lannister,SPOUSE,Sansa Stark
Aegon III,SPOUSE,Daenaera Velaryon
Maron Nymeros Martell,SPOUSE,Daenerys Targaryen
Anya Waynwood,ALLIED_WITH,House Waynwood of Ironoaks
Viserys I,PARENT_OF,Aegon II
Robar Royce,ALLIED_WITH,House Royce of Runestone
Walton Stark,ALLIED_WITH,House Stark of Winterfell
Jonos Bracken,ALLIED_WITH,House Bracken of Stone Hedge
Glendon Hewett,ALLIED_WITH,House Hewett of Oakenshield
Sylwa Paege,ALLIED_WITH,House Paege
Ben,ALLIED_WITH,House Whent of Harrenhal
Daena Targaryen,SPOUSE,Baelor I
Harwood Stout,ALLIED_WITH,House Dustin of Barrowton
Alyssa Targaryen,ALLIED_WITH,House Targaryen of King's Landing
House Follard,SWORN_TO,House Baratheon of King's Landing
House Crabb,SWORN_TO,House Baratheon of King's Landing
Kevan Lannister,ALLIED_WITH,House Lannister of Casterly Rock
House Sunderland of the Three Sisters,IN_REGION,The Vale
House Corbray of Heart's Home,LED_BY,Lyonel Corbray
Harlon Greyjoy,ALLIED_WITH,House Greyjoy of Pyke
House Darry of Darry,IN_REGION,The Riverlands
Jaehaera Targaryen,SPOUSE,Aegon III
House Ambrose,SWORN_TO,House Tyrell of Highgarden
Aegon IV,PARENT_OF,Daeron II
Falena Stokeworth,ALLIED_WITH,House Stokeworth of Stokeworth
Alyn Hunt,ALLIED_WITH,House Hunt
House Tarly of Horn Hill,SWORN_TO,House Tyrell of Highgarden
House Herston,IN_REGION,The Stormlands
Castamere,SEAT_OF,House Spicer of Castamere
Alyssa Velaryon,ALLIED_WITH,House Velaryon of Driftmark
House Serry of Southshield,SWORN_TO,House Tyrell of Highgarden
Daenora Targaryen,SPOUSE,Aerion Targaryen
Robyn Rhysling,ALLIED_WITH,House Rhysling
House Drox,SWORN_TO,House Lannister of Casterly Rock
Lord Staunton,ALLIED_WITH,House Staunton of Rook's Rest
House Tyrell of Brightwater Keep,SWORN_TO,House Tyrell of Highgarden
Addam Velaryon,ALLIED_WITH,House Velaryon of Driftmark
Bethany Redwyne,ALLIED_WITH,House Redwyne of the Arbor
Darkdell,SEAT_OF,House Vyrwel of Darkdell
Mors Martell,SPOUSE,Nymeria
Lorra Royce,SPOUSE,Beron Stark
House Doggett,SWORN_TO,House Lannister of Casterly Rock
Brienne of Tarth,ALLIED_WITH,House Baratheon of Storm's End
Walder Frey,ALLIED_WITH,House Frey of the Crossing
Willis Fell,ALLIED_WITH,House Fell of Felwood
Manfryd Lothston,ALLIED_WITH,House Lothston of Harrenhal
Selyse Florent,ALLIED_WITH,House Baratheon of Dragonstone
Skittrick,ALLIED_WITH,House Stark of Winterfell
"Tower of Glimmering, Harlaw",SEAT_OF,House Harlaw of the Tower of Glimmering
House Blackwood of Raventree Hall,IN_REGION,The Riverlands
Dagon Greyjoy,ALLIED_WITH,House Greyjoy of Pyke
House Vance of Wayfarer's Rest,IN_REGION,The Riverlands
Ninestars,SEAT_OF,House Templeton
Bethany Bolton,ALLIED_WITH,House Bolton of the Dreadfort
Jaime Frey,ALLIED_WITH,House Frey of the Crossing
Rickard Karstark,ALLIED_WITH,House Karstark of Karhold
Ryella Royce,SPOUSE,Arwood Frey
House Sunderly of Saltcliffe,IN_REGION,Iron Islands
House Jast,IN_REGION,The Westerlands
House Lannett,IN_REGION,The Westerlands
Harwin,ALLIED_WITH,House Stark of Winterfell
Gallowsgrey,SEAT_OF,House Trant of Gallowsgrey
Cassella Vaith,ALLIED_WITH,House Vaith of the Red Dunes
House Nymeros Martell of Sunspear,SWORN_TO,House Baratheon of King's Landing
House Clegane,FOUNDED_BY,Clegane
House Serry of Southshield,IN_REGION,The Reach
Tommard Heddle,ALLIED_WITH,House Butterwell
House Pommingham,SWORN_TO,House Tyrell of Highgarden
House Paege,LED_BY,Halmon Paege
Gerrick,ALLIED_WITH,House Redbeard
Wendel Manderly,ALLIED_WITH,House Manderly of White Harbor
House Goodbrother of Crow Spike Keep,IN_REGION,Iron Islands
House Cafferen of Fawnton,IN_REGION,The Stormlands
Crow's Nest,SEAT_OF,House Morrigen of Crow's Nest
Corenna Swann,ALLIED_WITH,House Frey of the Crossing
Great Wyk,SEAT_OF,House Sparr of Great Wyk
Tywin Frey,ALLIED_WITH,House Frey of the Crossing
Rhaegar Targaryen,ALLIED_WITH,House Targaryen of King's Landing
House Stout of Goldgrass,LED_BY,Harwood Stout
House Cockshaw,SWORN_TO,House Tyrell of Highgarden
House Flint of Widow's Watch,SWORN_TO,House Bolton of the Dreadfort
Walda Frey,ALLIED_WITH,House Bolton of the Dreadfort
Leslyn Haigh,ALLIED_WITH,House Haigh
Mathis Rowan,ALLIED_WITH,House Rowan of Goldengrove
Theo Wull,ALLIED_WITH,House Wull
House Brax of Hornvale,LED_BY,Tytos Brax
House Towers of Harrenhal,SWORN_TO,House Tully of Riverrun
Horas Redwyne,ALLIED_WITH,House Redwyne of the Arbor
Cayn,ALLIED_WITH,House Stark of Winterfell
Aemon Estermont,HEIR_TO,House Estermont of Greenstone
Cersei Lannister,ALLIED_WITH,House Lannister of Casterly Rock
Tya Lannister,ALLIED_WITH,House Baratheon of Storm's End
Theon Greyjoy,ALLIED_WITH,House Greyjoy of Pyke
Ballabar,ALLIED_WITH,House Redwyne of the Arbor
Rhaenys Targaryen,PARENT_OF,Aenys I
Cornfield,SEAT_OF,House Swyft of Cornfield
Ben Bushy,ALLIED_WITH,House Bushy
Daeron Targaryen,ALLIED_WITH,House Targaryen of King's Landing
Baelor Hightower,ALLIED_WITH,House Hightower of the Hightower
House Varner,SWORN_TO,House Tyrell of Highgarden
House Paege,IN_REGION,The Riverlands
Orton Merryweather,ALLIED_WITH,House Merryweather of Longtable
Blackmont,SEAT_OF,House Blackmont of Blackmont
Ormund Wylde,ALLIED_WITH,House Baratheon of Dragonstone
House Moss,IN_REGION,The North
